"Briant, Pierre; Herrenschmidt, Clarisse",Le tribut dans l'Empire Perse: actes de la Table ronde de Par’s 12-13 D_cembre 1986.,===> Solicitar a/por: DEGIP: 1-1-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lange, Kurt","Piramides, esfinges e fara—s.",===> Solicitar a/por: DEGIP: 1-1-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maru_jol, Florence",L' art _gyptien au Louvre.,===> Solicitar a/por: DEGIP: 1-1-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Drenkhahn, Rosemarie",Elfenbein im Alten Agypten: leihgaben aus dem Petrie-Museum London.,===> Solicitar a/por: DEGIP: 1-1-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suche nach unsterblickeit: totenkult und Jenseitsglaube im Alten Agypten.,"Mainz: Verlag Philipp von Zabern, 1990. 114 p.: ilus.; incl. ref.",===> Solicitar a/por: DEGIP: 1-1-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maystre, Charles","Tabo I: statue en bronze d'un roi m_ro•tique Mus_e National de Khartoum, Inv. 24705.",===> Solicitar a/por: DEGIP: 1-1-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gohary, Jocelyn Olive",Akhenaten's Sed - festival at Karnak.,===> Solicitar a/por: DEGIP: 1-1-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonnet, Charles",Kerma territoire et m_tropole: quatre lecons au Coll_ge de France.,===> Solicitar a/por: DEGIP: 1-1-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Winand, Jean","Le voyage d'Ounamon: index verborum, concordance, relev_s grammaticaux.",===> Solicitar a/por: DIGEP: 1-1-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Drenkhahn, Rosemarie",Agyptische reliefs im Kestner-Museum Hannover.,===> Solicitar a/por: DEGIP: 1-1-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sancisi-Weerdenburg, Heleen; Drijvers, Jan Willem",Achaemenid history.,===> Solicitar a/por: DEGIP: 1-1-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gehrig, Ulrich; Niemeyer, Hans Georg",Die Phonizier im Zeiltalter Homers.,===> Solicitar a/por: DEGIP: 1-1-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grunauer von Hoerschelman, Susanne",Griechische mu_nzen.,===> Solicitar a/por: DEGIP: 1-1-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Liepman, Ursula",Glas der antike.,===> Solicitar a/por: DEGIP: 1-1-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Friedman, Ren_e, ed.; Adams, Barbara, ed.","The followers of Horus: studies dedicated to Michael Allen Hoffman, 1944-1990.",===> Solicitar a/por: DEGIP: 1-1-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hope, Colin",Excavation at Malaka and the Birket Habu 1971-1974.,===> Solicitar a/por: DEGIP: 1-1-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selim, Abdel-Kader",Les ob_lisques _gyptiens: historie et arch_ologie.,===> Solicitar a/por: DEGIP: 1-1-36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hornung, Erik",Texte zum Amduat.,===> Solicitar a/por: DEGIP: 1-1-31a; 1-1-31b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hornung, Erik",Texte sum Amduat.,===> Solicitar a/por: DEGIP: 1-1-31b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Matthiae, Paolo, ed.; Loon, Maurits van, ed.; Weiss, Harvey, ed.",Resurrecting the past: a joint tribute to Adnan Bounni.,===> Solicitar a/por: DEGIP: 1-1-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grimal, Nicolas Christophe",Les termes de la propagande royale _gyptienne de la XIXe dynastie a la conquete d'Alexandre.,===> Solicitar a/por: DEGIP: 1-1-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Borger, Rykle",Assyrisch-babylonische zeichenliste.,===> Solicitar a/por: DEGIP: 1-1-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Arnold, Dorothea",Studien zur Altagyptischen keramik.,===> Solicitar a/por: DEGIP: 1-1-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kemp, Barry J.; Merrillees, Robert S.",Minoan pottery in second millennium Egypt .,===> Solicitar a/por: DEGIP: 1-1-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atti Sesto Congresso Internazionale di EGittologia .,Torino: 1992. 2 v.: ilus.; incl.ref .,===> Solicitar a/por: DEGIP: 1-1-411-1-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Menu, Bernadette",Les probl_mes institutionnels de l'eau en Egypte ancienne et dans l'antiquit_ m_diterran_ene.,===> Solicitar a/por: DEGIP: 1-1-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Barta, Winfried",Untersuchungen zur G_ttlichkeit des regierenden K_nigs.,===> Solicitar a/por: DEGIP: 1-2-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boorn, van den, G.P.F.",The duties of the Vizier.,===> Solicitar a/por: DEGIP: 1-1-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cialowicz, Krzysztof M.",Les palettes _gyptiennes aux motifs zoomorphes et sans d_coration: _tudes de l'art pr_dynasqtique.,===> Solicitar a/por: DEGIP: 1-2-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brink, van den, E.C.M., ed.",The archaeology of the Nile Delta: problems and priorities.,===> Solicitar a/por: DEGIP: 2-1-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sliwa, Joachim",Egyptian scarabs and magical gems from the collection of Constantine Schmidt-Ciazynski.,===> Solicitar a/por: DIGEP: 1-2-4a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gutgesell, Manfred",Arbeiter und pharaonen: wirtschafts und sozialgeschichte im Alten Agypten.,===> Solicitar a/por: DEGIP: 1-2-5,,,,,,<HISTORIA>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad de Buenos Aires; Facultad de Filosof’a y Letras,La ciudad a trav_s del tiempo.,===> Solicitar a/por: DEGIP: 1-2-6; DIMED: W2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fuscaldo, Perla","La ciudad en la antigua Mesopotamia,",===> Solicitar a/por: DEGIP: 1-2-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Heltzer, M., ed.; Lipinski, E.",Society and economy in the Eastern Mediterranean (c.1500-1000 B. C.).,===> Solicitar a/por: DEGIP: 1-2-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Greene, John T.",The role of the messenger and the message in the ancient Near East.,===> Solicitar a/por: DEGIP: 1-2-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"O'Mara, Patrick",The Palermo Stone and the archaic kings of Egypt.,===> Solicitar a/por: DEGIP: 1-2-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pereyra de Fidanza, Violeta",Las fuentes del Libro de Reyes.,===> Solicitar a/por: DEGIP: 1-2-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pereyra de Fidanza, Violeta",Los n—mades en Egipto.,===> Solicitar a/por: DEGIP: 1-2-11a; 1-2-11b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EH Moftah, Ramses",Studies zum Agyptischen k_nigsdogma im Neuen Reich.,===> Solicitar a/por: DEGIP:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mu_ller Wollermann, Renate",Krisenfaktoren im Agyptischen staat des Ausgehenden Alten Reich.,===> Solicitar a/por: DEGIP: 1-2-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Les lettres d'El Amarna: correspondance diplomatique du pharaon.,===> Solicitar a/por: DEGIP: 1-2-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Garnsey, Peter, ed.; Hopkins, Keith, ed.; Witaker, C.R. ed.",Trade in the ancient economy.,===> Solicitar a/por: DEGIP: 1-2-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Katary, Sally L.D.",Land tenure in the Ramesside period.,===> Solicitar a/por: DEGIP: 1-2-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schulman, Alan R.",Ceremonial execution and public rewards: some historical scenes on New Kingdom private stelae.,===> Solicitar a/por: DEGIP: 1-2-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spalinger, Anthony John",Aspects of the military documents of the ancient egyptians.,===> Solicitar a/por: DEGIP: 1-2-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Redford, Donald B.","Pharaonic king-lists, annals and day-books: a contribution to the study of the Egyptian sense of history.",===> Solicitar a/por: DEGIP: 1-2-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Strudwick, Nigel",The administration of Egypt in the Old Kingdom: the highest titles and their holders.,===> Solicitar a/por: DEGIP: 1-2-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Murname, William J.",The road to Kadesh: a historical interpretation of the battle reliefs of King Sety I at Karnak.,===> Solicitar a/por: DEGIP:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Simpson, William Kelly",A table of offerings: 17 years of acquisitions of Egyptian and Ancient Eastern art.,===> Solicitar a/por: DEGIP:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fazzini, Richard A.",Egypt dynasti XXII-XXV.,===> Solicitar a/por: DEGIP: 1-2-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schobinger, Juan",Las religiones precolombinas.,===> Solicitar a/por: DEGIP: 1-2-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rosenvasser, Abraham",Egipto e Israel y el monote’smo hebreo: a prop—sito del libro Mois_s y la religi—n monote’sta de Sigmund Fred.,===> Solicitar a/por: DEGIP: 1-2-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Uphill, Eric P.",Egyptian towns and cities.,===> Solicitar a/por: DEGIP: 1-2-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sliwa, Joachim, ed.",Studies in acient art and civilization 2.,===> Solicitar a/por: DEGIP: 1-2-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rosenvasser, Abraham",La poes’a amatoria en el antiguo Egipto.,===> Solicitar a/por: DEGIP: 1-2-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rosenvasser, Abraham",Torneos de acertijos en la literatura del antiguo Egipto.,===> Solicitar a/por: DEGIP: 1-2-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rosenvasser, Abraham",Jerem’as y su _poca: la carrera de Jerem’as; vocaci—n del profeta; los or‡culos cr’ticos; los or‡cules juveniles. Colegio Libre de Estudios Superiores,===> Solicitar a/por: DEGIP: 1-2-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rosenvasser, Abraham",Her—doto en Egipto: 1. El viaje.,===> Solicitar a/por: DEGIP: 1-2-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rye, Owen S.","Technology, principles and reconstruction: 4. Pottery.",===> Solicitar a/por: DEGIP: 1-2-36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sch_fer, Heinrich",Principles of Egyptian art.,===> Solicitar a/por: DEGIP: 1-2-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adams, Barbara",Sculptured pottery from Koptos in the petrie collection.,===> Solicitar a/por: DEGIP: 1-2-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quirque, Stephen",The administration of Egypt in the late Middle Kingdom: the hieratuc documents.,===> Solicitar a/por: DEGIP: 1-2-39,,,,,,<HISTORIA>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Williams, Bruce",Decorated pottery and the art of Naqada III: a documentary essay.,===> Solicitar a/por: DEGIP: 1-2-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Seyfried, Karl Joachim",Beitr_ge zu den expeditionen des Mittleren Reiches in die Ost-Wu_ste. ,===> Solicitar a/por: DEGIP: 1-2-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
